Table Name,Column Name,Position,Data Description,Units,Sample Data,DataType,MaxLength,MSAccessDataType
Mechanical_Cooling.csv,DMSHP Cooling Capacity 2_notes,63,Provides a description of the NULL values in the DMSHP Cooling Capacity 2 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Cooling Capacity 2 Type,64,"The type of capacity reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Nominal; 
Rated; 
Average; 
N/A; 
Nominal",varchar,255,Char
Mechanical_Cooling.csv,DMSHP EER 2,65,The Energy Efficiency Ratio of the second component,EER,"12.9; 
12.5; 
14.2; 
13; 
12.7; 
12.8",decimal,9,Double
Mechanical_Cooling.csv,DMSHP EER 2_notes,66,Provides a description of the NULL values in the DMSHP EER 2 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP EER 2 Type,67,"The type of EER reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Rated; 
Average; 
N/A; 
Rated; 
Average",varchar,255,Char
Mechanical_Cooling.csv,DMSHP SEER 2,68,The Seasonal Energy Efficiency Ratio of the second component,SEER,"23.1; 
23; 
20; 
20.2; 
2.8; 
19",decimal,9,Double
Mechanical_Cooling.csv,DMSHP SEER 2_notes,69,Provides a description of the NULL values in the DMSHP SEER 2 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP SEER 2 Type,70,"The type of SEER reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Rated; 
Average; 
N/A; 
Rated; 
Average",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Room 3,71,The room location of the second DMSHP head,,"N/A; 
Other_1 Bedroom 6; 
Living Room 2; 
Bedroom_2; 
Living Rm_1 Living; 
Family Rm_1 Basement",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Capacity 3,72,The capacity of the second DMSHP head,BTU/hr,"12000; 
18000; 
30000; 
13700; 
8000; 
9000",int,4,Integer
Mechanical_Cooling.csv,DMSHP Capacity 3_notes,73,Provides a description of the NULL values in the DMSHP Capacity 3 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Capacity 3 Type,74,"The type of capacity reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Unknown; 
Rated; 
Average; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP EER 3,75,The Energy Efficiency Ratio of the third component,EER,"12.8; 
10.4; 
11.1; 
13; 
15.5; 
12.5",decimal,9,Double
Mechanical_Cooling.csv,DMSHP EER 3_notes,76,Provides a description of the NULL values in the DMSHP EER 3 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP EER 3 Type,77,"The type of EER reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Rated; 
Average; 
N/A; 
Rated; 
Average",varchar,255,Char
Mechanical_Cooling.csv,DMSHP SEER 3,78,The Seasonal Energy Efficiency Ratio of the third component,SEER,"23; 
16.5; 
14.8; 
21.5; 
26; 
22",decimal,9,Double
Mechanical_Cooling.csv,DMSHP SEER 3_notes,79,Provides a description of the NULL values in the DMSHP SEER 3 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP SEER 3 Type,80,"The type of SEER reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Rated; 
Average; 
N/A; 
Rated; 
Average",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Cooling Capacity 3,81,Cooling capacity of the second DMSHP head,BTU/hr,"24000; 
12000; 
23600; 
14000; 
9000; 
17200",int,4,Integer
Mechanical_Cooling.csv,DMSHP Cooling Capacity 3_notes,82,Provides a description of the NULL values in the DMSHP Cooling Capacity 3 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Cooling Capacity 3 Type,83,"The type of capacity reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Nominal; 
Rated; 
Average; 
N/A; 
Nominal",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Room 4,84,The room location of the third DMSHP head,,"N/A; 
Bedroom_2; 
Dining Rm_1; 
Office_1; 
Living Rm_1; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Capacity 4,85,The capacity of the third DMSHP head,BTU/hr,"6000; 
18000; 
9800; 
9000; 
6000; 
18000",int,4,Integer
Mechanical_Cooling.csv,DMSHP Capacity 4_notes,86,Provides a description of the NULL values in the DMSHP Capacity 4 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP EER 4,87,The Energy Efficiency Ratio of the fourth component,EER,"10.5; 
12.7; 
15.5; 
12; 
10.5; 
12.7",decimal,9,Double
Mechanical_Cooling.csv,DMSHP EER 4_notes,88,Provides a description of the NULL values in the DMSHP EER 4 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP EER 4 Type,89,"The type of EER reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",SEER,"N/A; 
Rated; 
N/A; 
Rated; 
N/A; 
Rated",varchar,255,Char
Mechanical_Cooling.csv,DMSHP SEER 4,90,The Seasonal Energy Efficiency Ratio of the fourth component,,"19.2; 
20.3; 
26; 
15; 
19.2; 
20.3",decimal,9,Double
Mechanical_Cooling.csv,DMSHP SEER 4_notes,91,Provides a description of the NULL values in the DMSHP SEER 4 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP SEER 4 Type,92,"The type of SEER reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Rated; 
N/A; 
Rated; 
N/A; 
Rated",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Cooling Capacity 4,93,Cooling capacity of the third DMSHP head,BTU/hr,"17200; 
18000; 
9000; 
8400; 
17200; 
18000",int,4,Integer
Mechanical_Cooling.csv,DMSHP Cooling Capacity 4_notes,94,Provides a description of the NULL values in the DMSHP Cooling Capacity 4 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Cooling Capacity 4 Type,95,"The type of capacity reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Rated; 
N/A; 
Rated; 
N/A; 
Rated",varchar,255,Char
Mechanical_Cooling.csv,Equipment Notes,96,Provides any equipment notes specific to the system,,"N/A; 
They use wood stove as much as possible; 
Cannot locate nameplate on air handler; 
Unkown btus for heat pump; 
Could not locate size information, condenser make not obvious from exterior/nameplate; 
Refrigerant lines running underground not approved for heat pumps in WA.",varchar,1000,LongChar
Mechanical_DuctingAll.csv,PK_Mechanical_ID,1,Mechanical ID key. Each mechanical component has a unique value ,,"Mechanical_00004528; 
Mechanical_00004529; 
Mechanical_00004530; 
Mechanical_00004531; 
Mechanical_00004532; 
Mechanical_00004533",varchar,255,Char
Mechanical_DuctingAll.csv,CK_SiteID,2,Site ID key. Each site has a unique value. This key can be used to map to other datasets,,"SITE_00020; 
SITE_00136; 
SITE_00138; 
SITE_00139; 
SITE_00149; 
SITE_00153",varchar,255,Char
Mechanical_DuctingAll.csv,System Type,3,This table provides information on air handlers in multifamily buildings System Type refers to the general system type for the air handler,,"All Metal; 
Ducting Unknown; 
90% Flex (Spider System); 
Not Present; 
Metal Plenum, Flex Runs; 
Presence Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Insulation Condition,4,Describes the overall condition and quality of the duct insulation. Values of N/A and 0% indicate that there are is no duct insulation,%,"1; 
0.9; 
0.25; 
0.1; 
0.5; 
0.95",decimal,9,Double
Mechanical_DuctingAll.csv,Duct Insulation Condition_notes,5,Provides a description of the NULL values in the Duct Insulation Condition field,,"Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown; 
N/A",varchar,255,Char
Mechanical_DuctingAll.csv,Metal or Ductboard Duct Insulation Type 1,6,"Defines the type of insulation for the first layer on metal or ductboard ducting in unconditioned locations, which may. be only the plenum in systems with flex runs",,"Fiberglass batts; 
Unknown; 
N/A; 
Foil-faced polyiscyanurate foam board; 
None; 
Mixed",varchar,255,Char
Mechanical_DuctingAll.csv,Metal or Ductboard Duct Insulation Thickness 1,7,"Provides the thickness of insulation for the first layer on metal or ductboard ducting in unconditioned locations, which may be only the plenum in systems with flex runs",Inches,"4; 
1; 
3.5; 
2; 
8.5; 
3",decimal,9,Double
Mechanical_DuctingAll.csv,Metal or Ductboard Duct Insulation Thickness 1_notes,8,Provides a description of the NULL values in the Metal or Ductboard Duct Insulation Thickness 1 field,,"Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown; 
N/A",varchar,255,Char
Mechanical_DuctingAll.csv,Metal or Ductboard Duct Insulation Type 2,9,"Defines the type of insulation for the second layer on metal or ductboard ducting in unconditioned locations, which may be only the plenum in systems with flex runs",,"N/A; 
Unknown; 
Fiberglass batts; 
Foil-faced bubble wrap; 
N/A; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Metal or Ductboard Duct Insulation Thickness 2,10,"Provides the thickness of insulation for the second layer on metal or ductboard ducting in unconditioned locations, which may be only the plenum in systems with flex runs",Inches,"1; 
4; 
2; 
3; 
1; 
4",decimal,9,Double
Mechanical_DuctingAll.csv,Metal or Ductboard Duct Insulation Thickness 2_notes,11,Provides a description of the NULL values in the Metal or Ductboard Duct Insulation Thickness 2 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Metal or Ductboard Duct Insulation Type 3,12,"Defines the type of insulation for the third layer on metal or ductboard ducting in unconditioned locations, which may be only the plenum in systems with flex runs",,"N/A; 
Unknown; 
None; 
N/A; 
Unknown; 
None",varchar,255,Char
Mechanical_DuctingAll.csv,Metal or Ductboard Duct Insulation Thickness 3,13,"Provides the thickness of insulation for the third layer on metal or ductboard ducting in unconditioned locations, which may be only the plenum in systems with flex runs",Inches,,decimal,9,Double
Mechanical_DuctingAll.csv,Metal or Ductboard Duct Insulation Thickness 3_notes,14,Provides a description of the NULL values in the Metal or Ductboard Duct Insulation Thickness 3 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Flex Run Type 1,15,"The rated R value of the first type of flex ducting
",,"N/A; 
Unknown; 
R8; 
R6; 
Fiberglass Batts; 
R4",varchar,255,Char
Mechanical_DuctingAll.csv,Flex Run Type 2,16,The rated R value of the second type of flex ducting,,"N/A; 
Unknown; 
r30; 
R8; 
R6; 
Encapsulated fiberglass",varchar,255,Char
Mechanical_DuctingAll.csv,Flex Run Type 3,17,The rated R value of the third type of flex ducting,,"N/A; 
Unknown; 
r4.2; 
R8; 
N/A; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Evidence of Duct Sealing,18,"Indicates whether there is evidence of duct sealing, such as visible mastic or caulk",,"No; 
Unknown; 
N/A; 
Yes; 
No; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Sealing Material,19,The duct sealing material,,"N/A; 
Unknown; 
Caulking; 
Mastic; 
Hvac Tape; 
Duct Tape",varchar,255,Char
Mechanical_DuctingAll.csv,Cavity Used for Air Transport,20,Indicates whether or not building cavities are used for air transport,,"No; 
Unknown; 
N/A; 
Yes; 
No; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 1,21,The first location of ducting,,"Crawlspace; 
Unknown; 
Basement; 
In Walls; 
N/A; 
Attic",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 1 Supply,22,The percentage of supply ducting installed in the first location,%,"1; 
0.75; 
0.25; 
0.5; 
1; 
0.75",decimal,9,Double
Mechanical_DuctingAll.csv,Duct Location 1 Supply_notes,23,Provides a description of the NULL values in the Duct Location 1 Supply field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 1 Return,24,The percentage of return ducting installed in the first location,%,"1; 
0.75; 
0.5; 
0.25; 
1; 
0.75",decimal,9,Double
Mechanical_DuctingAll.csv,Duct Location 1 Return_notes,25,Provides a description of the NULL values in the Duct Location 1 Return field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 1 Conditioned,26,Indicates whether the first duct location is within the conditioned area of the home,,"Unconditioned; 
Unknown; 
Conditioned; 
N/A; 
Unconditioned Inaccessible; 
Uncondtitioned",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 2,27,The second location of ducting,,"In Walls; 
N/A; 
Attic; 
Crawlspace; 
MF Home Mechanical Closet; 
Garage",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 2 Supply,28,The percentage of supply ducting installed in the second location,%,"1; 
0.75; 
0.25; 
0.5; 
1; 
0.75",decimal,9,Double
Mechanical_DuctingAll.csv,Duct Location 2 Supply_notes,29,Provides a description of the NULL values in the Duct Location 2 Supply field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 2 Return,30,The percentage of return ducting installed in the second location,%,"1; 
0.75; 
0.5; 
0.25; 
1; 
0.75",decimal,9,Double
Mechanical_DuctingAll.csv,Duct Location 2 Return_notes,31,Provides a description of the NULL values in the Duct Location 2 Return field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 2 Conditioned,32,Indicates whether the second duct location is within the conditioned area of the home,,"Conditioned; 
N/A; 
Unconditioned; 
Unknown; 
Unconditioned Inaccessible; 
Conditioned",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 3,33,The third location of ducting,,"N/A; 
Attic; 
In Walls; 
Unknown; 
Garage; 
Crawlspace",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 3 Supply,34,The percentage of supply ducting installed in the third location,%,"0.25; 
0.5; 
0.75; 
1; 
0.25; 
0.5",decimal,9,Double
Mechanical_DuctingAll.csv,Duct Location 3 Supply_notes,35,Provides a description of the NULL values in the Duct Location 3 Supply field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 3 Return,36,The percentage of return ducting installed in the third location,%,"0.75; 
0.5; 
0.25; 
1; 
0.75; 
0.5",decimal,9,Double
Mechanical_DuctingAll.csv,Duct Location 3 Return_notes,37,Provides a description of the NULL values in the Duct Location 3 Return field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 3 Conditioned,38,Indicates whether the third duct location is within the conditioned area of the home,,"N/A; 
Unknown; 
Conditioned; 
Unconditioned; 
Unconditioned Inaccessible; 
N/A",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 4,39,The fourth location of ducting,,"N/A; 
Unknown; 
Crawlspace; 
Attic; 
In Walls; 
Basement",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 4 Supply,40,The percentage of supply ducting installed in the fourth location,%,"0.25; 
0.5; 
0.75; 
1; 
0.25; 
0.5",decimal,9,Double
Mechanical_DuctingAll.csv,Duct Location 4 Supply_notes,41,Provides a description of the NULL values in the Duct Location 4 Supply field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_DuctingAll.csv,Duct Location 4 Return,42,The percentage of return ducting installed in the fourth location,%,"0.75; 
0.5; 
0.25; 
1; 
0.75; 
0.5",decimal,9,Double
